Frequency (Hz)	Level (dB)
907.226562	-77.363510
908.203125	-78.448509
909.179688	-78.616776
910.156250	-78.178955
911.132812	-77.618980
912.109375	-76.028694
913.085938	-78.388802
914.062500	-77.837288
915.039062	-77.822220
916.015625	-79.315147
916.992188	-76.913330
917.968750	-76.801933
918.945312	-77.780998
919.921875	-77.527122
920.898438	-76.581535
921.875000	-77.281219
922.851562	-78.453011
923.828125	-76.241501
924.804688	-77.213882
925.781250	-77.115471
926.757812	-76.306267
927.734375	-77.598770
928.710938	-77.928383
929.687500	-77.062088
930.664062	-76.791412
931.640625	-76.848518
932.617188	-76.560364
933.593750	-77.260460
934.570312	-76.911819
935.546875	-75.907433
936.523438	-76.271530
937.500000	-76.633034
938.476562	-76.401039
939.453125	-76.368118
940.429688	-76.398521
941.406250	-76.159500
942.382812	-75.768944
943.359375	-77.163239
944.335938	-77.599915
945.312500	-75.794556
946.289062	-76.295769
947.265625	-75.927414
948.242188	-76.387756
949.218750	-75.879677
950.195312	-75.176865
951.171875	-76.337906
952.148438	-75.932861
953.125000	-74.850273
954.101562	-76.459930
955.078125	-75.316315
956.054688	-75.404526
957.031250	-74.626274
958.007812	-75.963676
958.984375	-75.266891
959.960938	-76.827568
960.937500	-76.442070
961.914062	-75.627228
962.890625	-75.084129
963.867188	-74.429321
964.843750	-74.346100
965.820312	-75.565002
966.796875	-75.499527
967.773438	-76.173500
968.750000	-75.539291
969.726562	-74.698921
970.703125	-74.003395
971.679688	-74.399124
972.656250	-74.157730
973.632812	-73.784103
974.609375	-73.254669
975.585938	-73.937698
976.562500	-74.093071
977.539062	-73.486961
978.515625	-74.091507
979.492188	-73.293869
980.468750	-73.077606
981.445312	-73.801819
982.421875	-73.545082
983.398438	-72.761971
984.375000	-74.092041
985.351562	-73.415649
986.328125	-72.888283
987.304688	-71.850952
988.281250	-72.837250
989.257812	-74.612122
990.234375	-73.378830
991.210938	-73.050079
992.187500	-71.886124
993.164062	-72.698532
994.140625	-72.644707
995.117188	-72.015152
996.093750	-72.330521
997.070312	-72.876923
998.046875	-72.163612
999.023438	-71.641121
1000.000000	-71.635590
1000.976562	-69.624207
1001.953125	-70.839722
1002.929688	-69.365402
1003.906250	-71.097427
1004.882812	-70.726349
1005.859375	-69.043968
1006.835938	-70.020889
1007.812500	-69.646706
1008.789062	-70.835945
1009.765625	-69.583023
1010.742188	-70.311188
1011.718750	-69.740463
1012.695312	-71.112442
1013.671875	-69.963722
1014.648438	-68.601997
1015.625000	-68.634941
1016.601562	-67.950821
1017.578125	-68.074524
1018.554688	-68.183128
1019.531250	-67.265739
1020.507812	-67.791840
1021.484375	-67.349983
1022.460938	-67.939095
1023.437500	-67.655518
1024.414062	-68.129501
1025.390625	-66.265823
1026.367188	-67.129585
1027.343750	-65.297119
1028.320312	-67.630844
1029.296875	-65.823891
1030.273438	-65.965645
1031.250000	-66.278694
1032.226562	-65.846878
1033.203125	-65.293419
1034.179688	-64.748489
1035.156250	-64.561119
1036.132812	-63.217167
1037.109375	-63.799820
1038.085938	-64.811562
1039.062500	-63.196629
1040.039062	-64.473465
1041.015625	-62.671040
1041.992188	-62.135605
1042.968750	-63.114269
1043.945312	-61.672653
1044.921875	-60.851185
1045.898438	-59.937519
1046.875000	-60.162060
1047.851562	-60.005554
1048.828125	-61.885723
1049.804688	-60.859756
1050.781250	-59.784302
1051.757812	-60.063694
1052.734375	-62.075314
1053.710938	-61.013477
1054.687500	-59.869678
1055.664062	-59.511063
1056.640625	-60.892860
1057.617188	-61.485111
1058.593750	-61.280712
1059.570312	-60.703758
1060.546875	-60.278549
1061.523438	-61.063461
1062.500000	-62.163822
1063.476562	-62.406666
1064.453125	-62.871693
1065.429688	-62.885700
1066.406250	-63.175858
1067.382812	-63.152676
1068.359375	-62.881451
1069.335938	-61.111767
1070.312500	-63.371975
1071.289062	-65.071632
1072.265625	-63.070179
1073.242188	-63.554348
1074.218750	-63.059742
1075.195312	-63.913700
1076.171875	-65.383728
1077.148438	-65.368042
1078.125000	-66.129257
1079.101562	-65.884323
1080.078125	-66.143356
1081.054688	-66.348793
1082.031250	-66.459679
1083.007812	-66.904388
1083.984375	-67.005844
1084.960938	-66.989296
1085.937500	-67.576324
1086.914062	-67.154793
1087.890625	-65.901443
1088.867188	-68.893906
1089.843750	-69.670761
1090.820312	-68.677986
1091.796875	-69.165352
1092.773438	-67.706200
1093.750000	-68.694168
1094.726562	-70.621941
1095.703125	-68.338776
1096.679688	-68.175514
1097.656250	-70.142677
1098.632812	-69.557106
1099.609375	-68.034065
1100.585938	-69.868988
1101.562500	-69.328522
1102.539062	-69.521919
1103.515625	-70.109619
1104.492188	-70.019669
1105.468750	-70.581070
1106.445312	-70.246468
1107.421875	-70.493126
1108.398438	-70.403053
1109.375000	-72.059898
1110.351562	-71.363655
1111.328125	-71.761124
1112.304688	-71.264702
1113.281250	-71.535706
1114.257812	-71.893867
1115.234375	-70.826675
1116.210938	-72.847618
1117.187500	-71.465942
1118.164062	-72.157562
1119.140625	-71.598083
1120.117188	-71.244469
1121.093750	-71.659210
1122.070312	-71.732651
1123.046875	-71.071045
1124.023438	-71.284981
1125.000000	-72.334930
1125.976562	-71.598671
1126.953125	-73.694511
1127.929688	-72.585579
1128.906250	-72.380058
1129.882812	-73.228722
1130.859375	-71.979218
1131.835938	-73.304886
1132.812500	-71.927109
1133.789062	-72.971817
1134.765625	-73.666191
1135.742188	-74.511566
1136.718750	-72.712502
1137.695312	-73.744980
1138.671875	-73.231171
1139.648438	-73.643944
1140.625000	-73.237755
1141.601562	-73.272522
1142.578125	-74.547401
1143.554688	-73.143188
1144.531250	-75.653091
1145.507812	-74.141457
1146.484375	-75.014854
1147.460938	-74.936920
1148.437500	-73.278618
1149.414062	-74.720535
1150.390625	-74.314255
1151.367188	-74.318642
1152.343750	-73.973854
1153.320312	-73.013603
1154.296875	-75.727043
1155.273438	-74.847351
1156.250000	-75.227379
1157.226562	-75.548096
1158.203125	-75.473366
1159.179688	-74.872368
1160.156250	-74.739174
1161.132812	-76.511139
1162.109375	-76.103348
1163.085938	-75.688499
1164.062500	-75.516724
1165.039062	-76.114929
1166.015625	-74.981163
1166.992188	-75.513069
1167.968750	-76.092163
1168.945312	-75.098877
1169.921875	-75.543137
1170.898438	-75.910172
1171.875000	-75.620262
1172.851562	-76.308678
1173.828125	-76.334564
1174.804688	-75.699997
1175.781250	-75.787277
1176.757812	-75.969757
1177.734375	-76.956474
1178.710938	-77.826958
1179.687500	-76.596703
1180.664062	-77.077293
1181.640625	-76.043350
1182.617188	-76.607986
1183.593750	-76.084656
1184.570312	-77.124092
1185.546875	-76.420341
1186.523438	-75.636772
1187.500000	-77.221588
1188.476562	-77.090103
1189.453125	-75.911194
1190.429688	-76.442772
1191.406250	-76.441063
1192.382812	-76.824814
1193.359375	-76.397278
1194.335938	-75.489098
1195.312500	-76.720398
1196.289062	-77.319717
1197.265625	-77.489960
1198.242188	-77.345589
1199.218750	-78.016617
1200.195312	-77.602959
1201.171875	-76.477814
1202.148438	-76.422607
1203.125000	-76.643074
1204.101562	-77.514496
1205.078125	-76.462982
1206.054688	-77.379814
1207.031250	-77.393181
1208.007812	-76.231224
1208.984375	-76.730621
1209.960938	-77.080559
1210.937500	-78.028961
1211.914062	-78.483009
1212.890625	-76.796440
1213.867188	-77.127464
