Frequency (Hz)	Level (dB)
916.015625	-72.716492
916.992188	-70.526039
917.968750	-70.652626
918.945312	-71.557106
919.921875	-71.397758
920.898438	-69.913460
921.875000	-71.025108
922.851562	-72.644646
923.828125	-70.451485
924.804688	-71.266640
925.781250	-71.369102
926.757812	-70.595146
927.734375	-71.875931
928.710938	-72.777985
929.687500	-70.985359
930.664062	-71.166748
931.640625	-71.099594
932.617188	-70.660103
933.593750	-71.581062
934.570312	-71.530548
935.546875	-70.229546
936.523438	-70.759300
937.500000	-71.281792
938.476562	-70.714180
939.453125	-70.894569
940.429688	-71.031273
941.406250	-70.792107
942.382812	-70.380554
943.359375	-72.242409
944.335938	-72.476410
945.312500	-70.695129
946.289062	-71.086418
947.265625	-70.500313
948.242188	-71.181084
949.218750	-70.671593
950.195312	-69.901566
951.171875	-71.109581
952.148438	-70.426682
953.125000	-69.780952
954.101562	-71.245949
955.078125	-70.335037
956.054688	-70.143929
957.031250	-69.348892
958.007812	-70.480576
958.984375	-70.174652
959.960938	-71.691185
960.937500	-71.078438
961.914062	-70.464157
962.890625	-69.791939
963.867188	-69.107719
964.843750	-69.138138
965.820312	-70.011986
966.796875	-69.829773
967.773438	-70.850098
968.750000	-69.945396
969.726562	-69.032166
970.703125	-68.242790
971.679688	-68.817589
972.656250	-68.121468
973.632812	-68.071594
974.609375	-67.516350
975.585938	-67.802246
976.562500	-67.974136
977.539062	-67.287819
978.515625	-67.894630
979.492188	-66.667854
980.468750	-66.236511
981.445312	-66.983810
982.421875	-66.749443
983.398438	-66.099762
984.375000	-67.325584
985.351562	-66.286858
986.328125	-65.621826
987.304688	-64.564903
988.281250	-65.391624
989.257812	-66.674164
990.234375	-65.458466
991.210938	-65.004295
992.187500	-63.614208
993.164062	-64.094810
994.140625	-64.066841
995.117188	-63.232525
996.093750	-63.315937
997.070312	-63.608238
998.046875	-62.479900
999.023438	-61.767647
1000.000000	-61.759384
1000.976562	-59.179821
1001.953125	-60.028866
1002.929688	-58.413013
1003.906250	-59.760445
1004.882812	-58.811825
1005.859375	-56.972630
1006.835938	-57.644825
1007.812500	-56.726944
1008.789062	-57.481094
1009.765625	-56.073009
1010.742188	-56.287659
1011.718750	-55.469170
1012.695312	-56.305038
1013.671875	-55.530342
1014.648438	-53.730392
1015.625000	-54.015968
1016.601562	-53.522171
1017.578125	-54.005478
1018.554688	-54.581299
1019.531250	-54.014328
1020.507812	-55.307209
1021.484375	-55.886192
1022.460938	-57.107063
1023.437500	-57.470661
1024.414062	-58.636425
1025.390625	-57.345917
1026.367188	-59.059803
1027.343750	-57.707176
1028.320312	-60.785110
1029.296875	-59.819584
1030.273438	-60.584793
1031.250000	-61.904160
1032.226562	-61.945648
1033.203125	-61.735439
1034.179688	-62.257679
1035.156250	-62.571804
1036.132812	-61.929611
1037.109375	-63.077412
1038.085938	-64.824989
1039.062500	-63.854179
1040.039062	-65.169174
1041.015625	-64.426056
1041.992188	-64.541122
1042.968750	-65.647263
1043.945312	-64.840630
1044.921875	-64.551651
1045.898438	-64.222000
1046.875000	-64.728531
1047.851562	-64.746643
1048.828125	-66.873161
1049.804688	-66.406967
1050.781250	-65.581993
1051.757812	-66.305305
1052.734375	-68.804352
1053.710938	-67.633301
1054.687500	-66.733009
1055.664062	-66.366447
1056.640625	-67.942909
1057.617188	-68.596390
1058.593750	-68.418930
1059.570312	-67.566162
1060.546875	-67.443222
1061.523438	-67.948639
1062.500000	-69.160912
1063.476562	-69.238022
1064.453125	-69.577011
1065.429688	-69.252747
1066.406250	-69.619560
1067.382812	-69.289383
1068.359375	-68.796112
1069.335938	-66.951675
1070.312500	-69.040901
1071.289062	-70.605141
1072.265625	-68.505943
1073.242188	-68.588814
1074.218750	-68.132301
1075.195312	-68.524071
1076.171875	-70.078445
1077.148438	-69.746910
1078.125000	-70.208275
1079.101562	-69.657608
1080.078125	-70.014923
1081.054688	-70.310844
1082.031250	-69.910324
1083.007812	-70.448441
1083.984375	-69.975258
1084.960938	-70.311394
1085.937500	-70.771980
1086.914062	-69.777588
1087.890625	-68.401436
1088.867188	-71.400414
1089.843750	-71.615227
1090.820312	-70.333160
1091.796875	-71.064766
1092.773438	-69.551781
1093.750000	-70.064507
1094.726562	-71.894379
1095.703125	-69.402153
1096.679688	-69.741821
1097.656250	-71.396240
1098.632812	-70.350784
1099.609375	-68.704346
1100.585938	-70.325890
1101.562500	-69.487534
1102.539062	-69.965111
1103.515625	-70.142891
1104.492188	-69.874382
1105.468750	-70.302780
1106.445312	-69.621910
1107.421875	-69.633888
1108.398438	-69.611290
1109.375000	-71.355766
1110.351562	-70.195595
1111.328125	-70.382271
1112.304688	-69.421204
1113.281250	-70.069107
1114.257812	-69.910553
1115.234375	-69.055573
1116.210938	-70.504089
1117.187500	-69.357689
1118.164062	-69.710625
1119.140625	-69.027695
1120.117188	-68.478317
1121.093750	-68.693672
1122.070312	-68.829376
1123.046875	-67.807167
1124.023438	-67.869591
1125.000000	-69.004486
1125.976562	-67.863968
1126.953125	-69.700432
1127.929688	-68.992081
1128.906250	-68.097977
1129.882812	-68.608337
1130.859375	-67.241913
1131.835938	-68.327728
1132.812500	-67.082054
1133.789062	-67.924072
1134.765625	-68.162193
1135.742188	-69.029984
1136.718750	-67.007759
1137.695312	-67.780647
1138.671875	-67.033104
1139.648438	-67.073730
1140.625000	-66.418655
1141.601562	-66.396362
1142.578125	-67.479980
1143.554688	-65.742004
1144.531250	-67.898544
1145.507812	-66.305679
1146.484375	-67.060768
1147.460938	-66.760887
1148.437500	-64.985947
1149.414062	-66.231102
1150.390625	-65.770500
1151.367188	-65.307777
1152.343750	-64.590889
1153.320312	-63.667591
1154.296875	-65.407379
1155.273438	-64.343246
1156.250000	-64.410545
1157.226562	-64.444206
1158.203125	-64.004150
1159.179688	-62.782948
1160.156250	-62.818806
1161.132812	-64.368561
1162.109375	-63.738300
1163.085938	-62.779575
1164.062500	-62.342365
1165.039062	-62.285755
1166.015625	-60.746357
1166.992188	-60.649632
1167.968750	-61.021809
1168.945312	-59.256691
1169.921875	-59.227287
1170.898438	-59.091446
1171.875000	-58.177185
1172.851562	-58.292515
1173.828125	-57.943699
1174.804688	-56.930405
1175.781250	-56.442757
1176.757812	-55.920776
1177.734375	-56.087391
1178.710938	-56.541771
1179.687500	-54.645832
1180.664062	-55.260841
1181.640625	-53.703518
1182.617188	-53.842377
1183.593750	-53.729942
1184.570312	-54.836205
1185.546875	-54.173187
1186.523438	-53.397507
1187.500000	-55.482300
1188.476562	-55.979248
1189.453125	-55.145679
1190.429688	-55.942623
1191.406250	-56.479076
1192.382812	-57.056503
1193.359375	-57.712341
1194.335938	-56.934761
1195.312500	-58.761600
1196.289062	-59.495476
1197.265625	-60.113079
1198.242188	-60.727032
1199.218750	-61.534935
1200.195312	-61.524010
1201.171875	-60.888744
1202.148438	-61.193546
1203.125000	-61.488529
1204.101562	-62.940796
1205.078125	-62.088116
1206.054688	-63.294147
1207.031250	-63.396069
1208.007812	-62.757965
1208.984375	-63.368916
1209.960938	-64.069672
1210.937500	-64.848618
