Frequency (Hz)	Level (dB)
804.687500	-72.954689
805.664062	-72.156364
806.640625	-72.575569
807.617188	-72.152176
808.593750	-71.559998
809.570312	-71.268486
810.546875	-71.901863
811.523438	-72.715057
812.500000	-71.995209
813.476562	-70.533432
814.453125	-71.250824
815.429688	-71.206779
816.406250	-70.342018
817.382812	-71.261673
818.359375	-69.859818
819.335938	-70.574203
820.312500	-69.871727
821.289062	-70.079872
822.265625	-70.705437
823.242188	-69.200829
824.218750	-69.670387
825.195312	-69.161568
826.171875	-69.974403
827.148438	-67.887604
828.125000	-69.282806
829.101562	-69.182938
830.078125	-68.637451
831.054688	-68.207077
832.031250	-67.451477
833.007812	-67.764267
833.984375	-67.625847
834.960938	-67.829536
835.937500	-67.337021
836.914062	-66.494820
837.890625	-67.462769
838.867188	-66.470825
839.843750	-66.982941
840.820312	-66.829109
841.796875	-65.401138
842.773438	-65.401344
843.750000	-65.701004
844.726562	-64.120270
845.703125	-65.520126
846.679688	-65.167061
847.656250	-63.267471
848.632812	-63.071148
849.609375	-63.131657
850.585938	-63.140003
851.562500	-63.239948
852.539062	-62.834888
853.515625	-62.706924
854.492188	-62.160309
855.468750	-62.269249
856.445312	-61.796989
857.421875	-61.389553
858.398438	-61.774483
859.375000	-61.272499
860.351562	-60.916248
861.328125	-61.788300
862.304688	-61.448826
863.281250	-62.151485
864.257812	-61.084919
865.234375	-62.030865
866.210938	-60.960464
867.187500	-62.053368
868.164062	-61.457642
869.140625	-61.791790
870.117188	-61.448193
871.093750	-62.270416
872.070312	-61.827724
873.046875	-62.587746
874.023438	-62.680508
875.000000	-63.943554
875.976562	-63.458763
876.953125	-63.977131
877.929688	-64.870773
878.906250	-64.625389
879.882812	-64.912834
880.859375	-64.508301
881.835938	-64.406052
882.812500	-65.879616
883.789062	-65.690262
884.765625	-66.069283
885.742188	-66.322990
886.718750	-66.011642
887.695312	-66.832298
888.671875	-66.381104
889.648438	-65.477615
890.625000	-68.094582
891.601562	-68.071632
892.578125	-68.513527
893.554688	-68.680870
894.531250	-68.421967
895.507812	-68.689827
896.484375	-69.137245
897.460938	-69.395752
898.437500	-69.952942
899.414062	-69.497902
900.390625	-69.088135
901.367188	-68.460861
902.343750	-68.829903
903.320312	-69.920334
904.296875	-70.222816
905.273438	-69.139656
906.250000	-69.181961
907.226562	-69.765465
908.203125	-71.022156
909.179688	-71.077690
910.156250	-71.259659
911.132812	-70.497818
912.109375	-69.296844
913.085938	-71.994164
914.062500	-71.457947
915.039062	-71.594070
916.015625	-73.093018
916.992188	-70.980919
917.968750	-71.107277
918.945312	-71.942650
919.921875	-72.001694
920.898438	-71.024857
921.875000	-72.102684
922.851562	-73.650757
923.828125	-71.415924
924.804688	-72.676567
925.781250	-72.269615
926.757812	-71.738174
927.734375	-73.096779
928.710938	-73.546249
929.687500	-72.806290
930.664062	-72.557198
931.640625	-72.672333
932.617188	-72.511520
933.593750	-73.596893
934.570312	-73.504135
935.546875	-72.463188
936.523438	-72.906166
937.500000	-73.545799
938.476562	-73.258957
939.453125	-73.518684
940.429688	-73.647148
941.406250	-73.324280
942.382812	-73.223984
943.359375	-74.688934
944.335938	-75.304428
945.312500	-73.332512
946.289062	-74.249718
947.265625	-74.026154
948.242188	-74.594154
949.218750	-74.065720
950.195312	-73.549156
951.171875	-74.984428
