Frequency (Hz)	Level (dB)
990.234375	-72.930870
991.210938	-72.612183
992.187500	-71.736855
993.164062	-72.794189
994.140625	-72.837044
995.117188	-72.387375
996.093750	-72.534027
997.070312	-73.538155
998.046875	-72.785591
999.023438	-72.570000
1000.000000	-72.588326
1000.976562	-70.738403
1001.953125	-72.219116
1002.929688	-70.842033
1003.906250	-72.293274
1004.882812	-72.538727
1005.859375	-70.924950
1006.835938	-71.809212
1007.812500	-71.737671
1008.789062	-72.965340
1009.765625	-72.252304
1010.742188	-72.717415
1011.718750	-72.522362
1012.695312	-73.673416
1013.671875	-72.996635
1014.648438	-71.742981
1015.625000	-72.093567
1016.601562	-71.376228
1017.578125	-71.905190
1018.554688	-71.932312
1019.531250	-71.160507
1020.507812	-72.168671
1021.484375	-72.052162
1022.460938	-72.536568
1023.437500	-72.488327
1024.414062	-72.786804
1025.390625	-71.459892
1026.367188	-72.300552
1027.343750	-70.620407
1028.320312	-73.004875
1029.296875	-71.648453
1030.273438	-71.914223
1031.250000	-72.485573
1032.226562	-72.205513
1033.203125	-71.845345
1034.179688	-71.817032
1035.156250	-71.537300
1036.132812	-70.231750
1037.109375	-71.286011
1038.085938	-72.521935
1039.062500	-70.984070
1040.039062	-72.667503
1041.015625	-71.113968
1041.992188	-70.797974
1042.968750	-71.778893
1043.945312	-70.736153
1044.921875	-70.047386
1045.898438	-69.195061
1046.875000	-69.441299
1047.851562	-69.288635
1048.828125	-71.295586
1049.804688	-70.429085
1050.781250	-69.365814
1051.757812	-69.585999
1052.734375	-71.939308
1053.710938	-70.637222
1054.687500	-69.189606
1055.664062	-68.756676
1056.640625	-70.052383
1057.617188	-70.351212
1058.593750	-69.928391
1059.570312	-68.947128
1060.546875	-68.416664
1061.523438	-68.612770
1062.500000	-69.658852
1063.476562	-69.267044
1064.453125	-69.667503
1065.429688	-69.408920
1066.406250	-69.113007
1067.382812	-68.765060
1068.359375	-67.974052
1069.335938	-65.757187
1070.312500	-67.735573
1071.289062	-68.798271
1072.265625	-66.626541
1073.242188	-66.459587
1074.218750	-65.772758
1075.195312	-66.381752
1076.171875	-67.459938
1077.148438	-66.771286
1078.125000	-67.058243
1079.101562	-66.415283
1080.078125	-66.258629
1081.054688	-66.057220
1082.031250	-65.693199
1083.007812	-65.836372
1083.984375	-65.365219
1084.960938	-65.080566
1085.937500	-65.188820
1086.914062	-64.251953
1087.890625	-62.486477
1088.867188	-65.468239
1089.843750	-65.555138
1090.820312	-64.067207
1091.796875	-64.081757
1092.773438	-62.259796
1093.750000	-62.730408
1094.726562	-64.120270
1095.703125	-61.385445
1096.679688	-60.813095
1097.656250	-62.334072
1098.632812	-61.213696
